id,titulo,ref,tipo,categoria,descricao,disponibilidade,preco,razao_social,cnpj,constituicao,tributacao,ativos,valor_estoque,produtos,servicos,fundacao,motivo_venda,vol_vendas_a_1,vol_vendas_a_2,vol_vendas_a_3,faturamento_mensal,lucro_bruto,margem_lucro,lucro_liquido,imovel,endividamento,condicoes_venda,numero_funcionarios,diferencial,endereco,endereco_complemento,endereco_bairro,cidade,estado,pais,_contato_responsavel,_contato_telefone,_contato_email,_contato_skype
650,"OPORTUNIDADE - Empresa Desenv Sistemas e Sites",,Sites,Serviços,,0,,"L3 Solucoes Sistemas Informatica Ltda ME",13.067.317/0001-97,"Sociedade Limitada",Simples,,,,"Desenvolvimento de Sistemas (ERP) e sites",2010,"Pessoal, de ordem familiar",60000,130000,240000,20000,10000,50,10000,2,,"Venda 100%",5,"Não possui limites físicos, pode atuar em qualquer parte do território nacional utilizando a internet como meio de negociação e atendimento ao cliente","Av Campos Salles, 816",,"Centro - JOSE BONIFACIO - SP",Outras,"São Paulo",Brasil,"Luciano Paschoal",17997194015,luciano@L3solucoes.com,
651,Venda,,Restaurantes,Comércio,,0,100000,"L e C Restaurantes Ltda - EPP",15.608.665/0001-50,"Sociedade Limitada",Simples,"1 buffet quente e frio, caixa completo, balcão, 2 balança, 150 pratos com bandeija e talheres, 5 frezer, 1 fogão industrial 12 bocas, microondas, geladeira industrial camera fria, 2 pias, 2
 mesa industrial inox, panelas e utenzilhos, maquina de lavar, 1 tanque, fritadeira eletrica, 2 exaustor, 1 forno eletrico e 2 forno a gás, 1 geladeira.",4500,Alimenticios,Alimenticios,2009,Mudança,504000,540000,560000,45000,45000,30,13500,2,"20000,00",,4,"Qualidade, preço, ponto central, bom atendimento, comida caseira.","Rua do Príncipe nº315 Sala 28SL","Shopping Direto",Centro,Joinville,"Santa Catarina",Brasil,"Valdecir Carvalho",30286666,fabiana@shoppingdireto.com.br,shoppingdireto@hotmail.com
652,"CAFETERIA ALTO PADRÃO",0561,Cafeteria,Comércio,,0,30000,"Vitare Cafeteria Ltda ",11.102.823/0001-44,"Sociedade Limitada","Lucro Presumido","Completa com ativos no valor de aprox. R$ 60 mil.
",,"Itens de Cafeteria",,2012,"Falta de foco neste negócio, já que outra empresa absorve nossa atenção gerencial.",,,80000,6000,,,,2,"Não há","A negociar",1,"Modelo de negócio enxuto, otimizado.com dedicação o faturamento pode se melhor muito.","Rua João  Colin 475","Anexo Midas",Centro,Joinville,"Santa Catarina",Brasil,Ricardo,"47 88437567",Ricardo.machado@vitarealimentos.com.br,
653,"LOJA DE MÓVEIS PLANEJADOS",,Atacadistas,Comércio,,0,700000,"ROMANICA MÓVEIS E DECORAÇÃO LTDA",15.760.639/0001-42,"Sociedade Limitada",Simples,"impressoras, computadores, equipamentos de marcenaria, projetos em andamento",250000,"moveis planejados",moveis,2012,"mudança de estado",000000,185500,1679000,140000,70000,50,45000,2,"500.000,00","entrada mais parcelamento",7,"local previlegiado para quem quer faturar com móveis planejados, assistência total da fabrica Marel já a 45 anos no mercado, móveis de primeira linha","AV BRASIL, 3160","SALAS 2 E 3",CENTRO,"Balneário Camboriú ","Santa Catarina",Brasil,"ROSAURA PEREIRA CECCON","47 3248 3557",romanica_rosaura@hotmail.com,
654,"EMPRESA DE ENGENHARIA E SONDAGEM",,Construtoras,Serviços,,0,845000,"Solo e Rocha Sondagens Engenharia Ltda",10.841.143/0001-80,"Sociedade Limitada","Lucro Presumido","Mais de R$ 500 mil só em equipamento.
1 Mach700
4 Mach920
2 S10 Diesel 4x4 2011
1 F4000 Cumins
1 Bandeirante
Equipamentos gerais de perfuração em ótimo estado.
",,,,2009,"Foco voltado para outro ramo de atividade.",1,1,1,120000,1,27,,2,Nenhum,,14,"Foi avaliado em 1,3 mi.
Otimos clientes, em plena atividade, contratos em andamento, equipe treinada.","Rua Ida Zaneta, 25",,Centro,Florianópolis,"Santa Catarina",Brasil,Inácio,"48 8801-6103",contato@soloerocha.com.br,
655,"REVENDA E DISTRIBUIDORA DE GÁS",0564,"Distribuidora de gás",Comércio,,0,1700000,,,"Sociedade Limitada",Simples,"Revenda autorizada, mais de R$ 200.000,00 investidos em estrutura e equipamentos e cerca de R$ 520.000,00 em veículos, mais R$ 400.000,00 em vasilhames.",100000,"Revenda de Gás.",,2009,"Indo morar nos EUA.",,,4900000,408000,130000,12,48000,2,,"Aceita proposta e analisa imóveis. ",10,"Ótimo contrato de locação de 10 anos, valor R$ 2.000,00, 65% das vendas no atacado e 35% no varejo.",,,,Outras,"Santa Catarina",Brasil,,,,
656,"Restaurante ",,Restaurantes,Comércio,,0,148000,,,"Sociedade Limitada",Simples,"Equipamento R$ 60.000,00.
70 lugares.200m2",,,"Refeições e lanches","maio de 2013",,,,,22000,15000,35,7000,2,"2.000,00 aluguel.","Venda total",5,"região previlegiada com diversos comércios.","Getulio vargas, 357",,"Ki 10!",Joinville,"Santa Catarina",Brasil,"João ",99704373,,
657,"Bar e Restaurante",,Restaurantes,Comércio,,0,200000,"Alécio Alves de Longhi ",17.641.363/0001-09,"Sociedade Simples",Simples,"8 freezeres, 1 geladeira, cozinha completa, 3 tvs",45000,"bebidas, lanches, almoço, petiscos e tábuas, churrasco, frango assado","bar esportivo",2013,"Outro serviço, sem tempo para dedicação para o negocio","0,0","0,0",198000,22000,22000,40,8500,2,zero,100%,"1 fixo e mais free","bar para a torcida do Criciúma EC, venda de churrasco aos domingos, podendo ser mais explorado o ponto","Des. Pedro Silva 430","Em frente ao estádio  Criciúma EC",Comerciário,Outras,"Santa Catarina",Brasil,Alécio,"48 96020003",adelonghi@hotmail.com,
658,"ITALIANO RESTAURANTE",0557,Restaurantes,Comércio,,0,170000,"EDENILTON BORBA ME",18.538.498/0001-06,"Sociedade Simples",Simples,"Sistema completo de exaustão com 3 coifas, filtros e lavador de fumaça, 04 fogões sendo 10 bocas no total,  01 geladeira industrial 4 portas, 02 geladeiras, 01 refrigerado em inox, 01 adega, 01 forno industrial, bancadas em inox, prateleiras em inox, outr",12000,"Massas, grelhados, risotos, saladas e sobremesas.",,20/05/2009,"Já possui outros estabelecimentos.",920000,1010000,1090000,70000,33000,12,8000,2,,"Aceito imóvel, carro e outros.",12,"Pratos com sabor único e o melhor grelhado.","AV. ROLF WIEST, 333","LOJA A21 PRAÇA DE ALIMENTAÇÃO JGS","BOM RETIRO",Joinville,"Santa Catarina",Brasil,"EDENILTON BORBA","47 91913436 / 47 3026 3469",PORTATORESTAURANTE@GMAIL.COM,
659,"QUIOSQUE DE DOCES 2",0558,"Lojas Shopping",Comércio,,0,55000,"Ilha Doce Comercio Ltda",11.979.443/0001-92,"Sociedade Limitada",Simples,"Quiosque completo",30000,"Doces, balas, caramelos a quilo","Doces a quilo",2010,"Sócia sem interesse para tocar.",240000,245000,250000,16000,14000,40%,3000,2,"não há","aceito propostas",3,"Negócio em expansão, vende muito nos feriados e inverno.","Rua Rolf Wiest 333 - ","Shoping Garten","Bom REtiro",Joinville,"Santa Catarina",Brasil,"João Micoski",47-38041890,micoski@uol.com.br,
660,"QUIOSQUE DE DOCES",0559,"Lojas Shopping",Comércio,,0,25000,"Ilha Doce Comércio Ltda",11.979.443/0001-92,"Sociedade Simples",Simples,,7000,"Balas e Doces a granel","Doces a kilo",2013,"Tenho dois quiosques.",84000,84000,84000,6500,5000,80%,1500,2,"não há",,2,"Negócio para a família cuidar, já começa ganhando dois salários dos funcionários mais o lucro. Trabalho fácil e prazeroso para qualquer idade...","Rua Dr. João Colin","Shopping cidade das Flores",Centro,Joinville,"Santa Catarina",Brasil,"João Micoski",47-38041890,micoski@uol.com.br,
661,"SALÃO DE BELEZA/ESTÉTICA",0570,Outras,Serviços,,0,88000,"Tatiane Lima Scremim (Studio Alphaville)",19.064.728/0001-05,"Sociedade Simples",Simples,"Salão completo com estrutura para três cabeleireiros, e 4 manicures. Dois andares, acima para estética.",8000,"Loreal, alfapharf, outros","Toda a linha e profissionais de salão e massagens e depilações. ",2014,"Investi R$150 Mil, minha profissão e renda era outra, até q finalizasse o salão, e iria viver do mesmo. Mas acabei saindo d empresa, e falta pouco para q o salão ande sozinho, mas ñ tenho 30mil p/ investir em bolsas, sapatos e joias, aumentando o resultad",,,,12000,12000,34,4000,2,,"Não gostaria d vender, Procuro sócio com metade do valor para capital de giro.Acredito muito n lucro pois em 4 meses s/ divulgação alguma já se paga, e c/ investimento q penso fazer d bolsas,sapatos o resultado liquido seria d uns 15 mil.",6,"Beleza, profissionais acreditam no salão, honestos e excelentes no que fazem, alem de estar num ponto com mais de 150 mulheres vizinhas, enfim o ponto é excelente e lugar é lindo.","Getulio Vargas 641","ao Lao da Promacal e M4 e Schulze advogados",Bucarein,Joinville,"Santa Catarina",Brasil,"Wanderley Amaral Lima Jr","(047) 92088460",waljunior_2007@hotmail.com,wanderley.kuhlmann
662,"Fábrica de Strass Hotfix Automatizada",,"Têxtil ",Indústria,,0,400000,"MORPHEU ARTES GRÁFICAS LTDA",09.037.298/0001-89,"Sociedade Limitada",Simples,"6 CAMS = R$ 320MIL 
7 AHJIN = R$ 105MIL
1 COMPRESSOR PARAFUSO = R$ 30.000,00
1 SECADOR DE AR = R$ 9.000,00
1 CORTE LASER = R$ 20.000,00
1 PRENSA = R$ 3.000,00
10 COMPUTADORES = R$10.000,00
*PREÇOS DE EQUIPAMENTOS NOVOS. 
*MÉDIA DE 2 ANOS DE USO",100000,"Strass e metais termocolantes para calçados e confecções","componentes para calçados e confecções",2007,"Mudança para o exterior, para outros projetos","282441,83","1312704,47","1637290,83",70000,20000,30,,1,,"R$ 150.000,00 entrada + 20 x R$ 15.000,00 via contrato. ou R$ 400 mil a vista. ",10,"Equipamentos de última geração, 6 CAMS, 7 AHJIN, entre outros. Nenhuma outra empresa no Sul do Brasil possui tantos equipamentos para aumentar a produtividade e reduzir a necessidade de pessoal. Marca registrada e reconhecida no RS.","RUA DUQUE DE CAXIAS, 1167",,CENTRO,Outras,"Rio Grande do Sul",Brasil,EDUARDO,5181862637,educarvalho15@hotmail.com,
663,"CONSTRUTORA E INCORPORADORA",0572,Construtoras,Serviços,,0,220445,,,"Sociedade Limitada","Lucro Presumido","Procuram-se sócios para empreendimento construção de prédio residencial com 8.833 m² custo total da obra R$ 13.888.035,00.",,"Construção e incorporação ","Construção e incorporação ",,"Procura de sócio para investidor.",,,,307000,,40,87000,0,"Entrada mais balões conforma a obra e parcelas até o fim do investimento.","Valor de uma cota de 63 existentes.",,"Retorno garantido 40% do valor total investido, você se torna sócio de um empreendimento, sem as responsabilidades e somente acompanha o andamento, administração e auditoria da obra.",,,,Joinville,"Santa Catarina",Brasil,,,,
664,"Venda / Investidor",,"Alimentícia ",Indústria,,0,1600000,"Dissol Industria e Comercio de Alimentos",09.015.393/0001-81,"Sociedade Limitada","Lucro Real",,400000,,,2007,"Falta de capital de giro",0,"1125070,39","1760564,43",150000,15000,10,5000,2,,"a negociar",12,"mais de 100 itens, no mercado a vários anos.","Rua Apiuna 480-D",,"Cristo Rei",Chapecó,"Santa Catarina",Brasil,"Fabricio Ezequiel",4933243373,fabricio@dissol.com.br,
665,"PRESTADORA DE SERVIÇOS TEMPORÁRIOS",,"RH, Terceirização",Serviços,,0,100000,"ALEPH SERVIÇOS TEMPORÁRIOS LTDA",02.073.228/0001-37,"Sociedade Limitada","Lucro Real",,,"recrutamento e seleção de pessoal","prestação de serviços temporários conforme LEI 6019/74",1997,"aposentadoria das duas sócias",450000,450000,370000,35000,"0,0",20,,2,"PARCELAMENTOS ","Empresa com registro atualizado no MTE",0,"Pode estar em qualquer lugar dentro do território nacional,tem registro legal no Ministério do Trabalho o que a autoriza a trabalhar para outras empresas. Pode ser agregada a uma agencia de empregos que seleciona só efetivos. Negócio Lucrativo.","Rua Anápio Gomes, 1397","Sala 02",centro,Outras,"Rio Grande do Sul",Brasil,"ROSANE GARCIA DE MEDEIROS","51 34885603 / 81222815",rosi@rhul-rs.com.br,
666,"Comercial Portomat",,Atacadistas,Comércio,,0,2000000,"M de F Mansan & Clia Ltda",07.250.333/0001-18,"Sociedade Limitada",Simples,"Todos equipamentos de informatica,Caminhão e empilhadeira",,"Materiais de acabamento para Construção, utilidade domestica e decoração em geral",,2000,Aposentadoria,1900000,2050000,2338000,190000,35,35,12,1,Não,"Preço de venda sem os imoveis que serão alugados ou aceita proposta",10,"Produtos de qualidades e boa aceitação no mercado local para mais de 10 mil clientes cadastrados. Pronto para crescer.","Av Carlos Gomes, 2743",,"São Cristóvão - Porto Velho",Outras,Rondônia,Brasil,Celso,6984047172,celsoantonio@portomat.com.br,
667,"LOJA DE ROUPA FEMININA MULTIMARCAS",0573,Atacadistas,Comércio,,0,110000,"HPC COM. DE ART. DO VEST. LTDA ME",11.501.611/0001-30,"Sociedade Limitada",Simples,"Móveis sob medida soltos, manequins, 1 computador, 1 impressora/fax, 1 impressora de cupom fiscal, 2 leitores de código de barra, software de sistema de loja, 3 caixas som, câmeras, 2 AC 12.000 btus, 1 AC 9.000 btus, e outros acessórios. Loja completa!",40000,"Roupa feminina e acessórios (cintos e bijus)",,06/2010,"Novo projeto que não me deixará com tempo para a loja.",90000,98000,110000,12000,,,0,2,"Nenhuma dívida","Vendo loja completa com estoque completo. ",1,"Loja feminina outlet, com peças de qualidade e preços acessíveis. Linda decoração!","Rua Lages, 570","Sala 02",Centro,Joinville,"Santa Catarina",Brasil,"Paula Cristina Hinz","47 9196-9018",paulinhachz@gmail.com,
668,"MAQUINAS PESADAS",,Atacadistas,Comércio,,0,750000,"GGR BRASIL MAQUINAS PESADAS",12.490.149/0001-85,"Sociedade Simples","Lucro Presumido","Maquinas e Equipamentos para construção civil",35000,"Escavadeira Hidraulica,Pá carregadeira,Pá carregadeira pequeno Porte,Guindastes","Serviços em Maquinas XCMG",2010,"Temos outras empresas,gostariamos de vender 50%",2500000,3000000,4500000,460000,92000,20,62000,1,"R$400.000,00",,7,"Qualidade do equipamentos,financiamentos direto pelo Banco XCMG e pós vendas!","A.prefeito Sinclair Sambatti",8778,"Jardim Universo",Outras,Paraná,Brasil,"Guilherme Reis",443269-6000,diretoria@ggrbrasil.com.br,
669,"POSTO DE COMBUSTÍVEIS ",0575,"Postos de Combustível",Comércio,,0,130000,,,"Sociedade Limitada","Lucro Real","loja de conveniência completa, geladeiras, freezers, computadores, sistemas operacionais, modulo, bacões, estufas;
Bombas, tanques ecológicos, cobertura revitalizada, tudo em perfeito funcionamento;",,"Gasolina comum, aditivada, Etanol, Diesel aditivado, lubrificantes e loja de conveniência","Lavagem de automóveis, troca de oleo",,,,,,600000,150000,4,18000,2,"Assumir financiamento banco, cerca de R$ 410.000,00","Este valor  de R$ 130 mil é o valor aproximado dos estoques que será contado no momento da venda, e assumir o passivo",15,"Localização,
Hoje vende em média de 180.000 litros.

",,,,Joinville,"Santa Catarina",Brasil,,,,
670,Mercado,,"Supermercados - Mercado",Comércio,,0,170000,"Serrano com. de Alimentos",05.585.878/0001-50,"Sociedade Limitada",Simples,"Gondolas, 2 check-out, 2 computadores, Açougue equipado, estoque, etc.",40000,,,2001,Aposentadoria,990000,990000,1200000,100000,30000,30,8000,1,,,6,"Qualidade das carnes, como ponto forte de vendas. ","laura correa da silva, 205",,"Morro do meio",Joinville,"Santa Catarina",Brasil,Cleiton,4788950303,cleiton.barauna@hotmail.com,cleiton.barauna@hotmail.com
671,"INDÚSTRIA ALIMENTOS (Com Passivos)",0577,"Alimentícia ",Indústria,,0,900000,,,"Sociedade Limitada","Lucro Presumido","Cerca de 2.500.000,00 em equipamentos e estruturas.",,"Amanteigados, biscoitos, chocolates.",,1997,"Separação dos sócios e falta de capital de giro.",7500000,8000000,"9082442,78",760000,530000,15,114000,2,"Aproximado R$ 6.000.000,00 sua maioria banco com fácil negociação, e que pode negociar a longo prazo.","Aceita imóveis, este valor mais assumir o passivo.",60,"Marca própria registrada, muito conhecida no ramo em que atua, com alta qualidade em seus produtos. Carteira  de cliente grandes redes de supermercados e outros.","São bento!",,,"Norte do Estado","Santa Catarina",Brasil,,,,
672,"INDÚSTRIA DE DUCHAS",0578,Plásticos,Indústria,,0,150000,"Jaime Baltazar carrasco ME",14.187.849/0001-20,"Sociedade Simples",Simples,"Não disponho de moldes. As peças são montadas através de sobreposição de camadas e coladas entre si. As peças são desenhadas em Corel e passadas para uma máquina de corte laser (máquina laser com 100watts de potência). Todos os equipamentos necessários.",,"Nenhum elétrico utilizados para encanamentos de aquecimento a gás, com designer moderno.
- 04 modelos de ducha de parede (uma delas com a opção cascata)
 - 01 modelo de ducha de teto
",,2005,"Morar em outro País.",100000,120000,125000,10000,7000,50,,1,"Não há, margem muito boa do produto, não foi feito uma divulgação correta na venda do produto.","Aceito veículo como parte de pagamento",,"Duchas desenvolvidas com design totalmente funcional. As peças proporcionam glamour e modernidade no local em que são instaladas.","Rua Paulo Tulio Pivoto, 66",,"Do Vale",Outras,"Minas Gerais",Brasil,Jaime,"35 3471-1118",godoy@chuveiroaquarium.com.br,
673,"Livraria Nobel Sorocaba Shopping",,"Livraria - Papelaria",Comércio,,0,380000,"Beija-Flor Comercio de Livros e Revistas",08.519.773/0001-90,"Sociedade Simples",Simples,"150.000 ponto comercial
300.000 estoque próprio (preço de venda)
45.000 móveis e computadores",180000,"Livros ",,2008,"Mudança de cidade, falta de capital para nova adequação da franqueadora",550000,600000,580000,50000,5000,10,5000,2,60.000,"60 mil á vista para quitar o passivo e encerrar a empresa se solicitado, 60.000 ref taxa de franquia e transferência de contrato de locação diferença pode ser em dinheiro, carro, ou imóvel.","4 ","Franquia da maior rede de livrarias do Brasil.","Afonso vergueiro 1700 loja 31","Loja 31",centro,Outras,"São Paulo",Chile,"Bruno Armelim",15991161615,brunoarmelim@hotmail.com,
674,Galene,,"Auto Center",Comércio,,0,100000,"Mariana dos Santos Martins",13.408.840/0001-30,"Sociedade Simples",Simples,"Estoque de produto acabado, estoque matéria-prima, projetos desenvolvidos. ","11428,50","Acessório para motociclistas e scooters",,2011,"Dificuldade na administração: Crescimento da empresa conflitando com a falta de experiência dos sócios",3350,19570,48650,4000,1000,40%,800,0,"não há!","Sinal de 50% no ato do contrato e 50% depois de 2 meses.",2,"Pioneiro e único no mercado de acessórios para MOTOCICLISTAS e SCOOTERISTAS (público diferenciado), desenvolvimento próprio de toda a cadeia. ","Rua bandeira paulista, ",97/103,"Itaim Bibi",Outras,"São Paulo",Brasil,"Mariana Martins",1123847337,mariana.martins@galene.com.br,
676,"RESTAURANTE EM SHOPPING",0581,Restaurantes,Comércio,,0,80000,"Basko Restaurantes ltda.",05.930.313/0001-62,"Sociedade Limitada",Simples,"Equipamento e maquinário completo para restaurantes (dois computadores novos com sistema integrado) e escritório com ar condicionado em mezanino.",5000,"Lanches, pratos executivos, petiscos e chopp",,2004,"Proprietária fazendo faculdade em tempo integral",380000,400000,420000,35000,11550,33%,5000,2,"Não possui","A negociar",6,"Clientela formada a vários anos, comida muito apreciada e grande movimento na hora do almoço, perfil de franquia.","Rua Mario Lobo 106 sala 08","Shopping Cidade das Flores",Centro,Joinville,"Santa Catarina",Brasil,Daniele,"47 91062362",daniele@freshchicken.com.br,
677,"Facção Em Joinville",,"Têxtil ",Indústria,,0,1050000,"STATUS CONFECÇÕES LTDA ME",11.809.267/0001-40,"Sociedade Limitada",Simples,"Máquinas industriais, computadores, sistemas",400000,,"Facção para empresas de grande porte e renomeada no mercado com selo ABVTEX!",2010,"Aposentadoria dos donos",780000,970000,1097000,90000,90000,20,18000,2,"Sem débitos","A combinar",24,"Empresa com grande qualidade e nome no mercado, ótimo negocio para investidores! Empresa está ok faturando e crescendo ano a ano! Com selo ABVTEX","Rua Vicente Celestino, 327",,Comasa,Joinville,"Santa Catarina",Brasil,Gabriel,4797080220,gabrieltomelin@hotmail.com.br,
678,"Distribuidora de dietas hospitalares e suplementos alimntares",,Distribuidoras,Comércio,,0,800000,"FJ COMÉRCIO DE DIETAS ESPECIAIS LTDA",10.874.559/0001-02,"Sociedade Limitada",Simples,?,,?,?,?,?,900000,846000,1760000,140000,60000,40,40000,2,?,?,2,"Vasta carteira de clientes, 

","R. DOUTOR PEDROSA 406",,Centro,Curitiba,Paraná,Brasil,Fernanda,4130249002,nutrivita@nutrivitanet.com.br,
679,"industria de artefatos de cimento",,"Massa pronta, Construção Civil.",Indústria,,0,350000,"JAFE ARTEFATOS DE CIMENTO",09.428.252/0001-90,"Sociedade Simples",Simples,"02 RETROESCAVADEIRA, 02 BETONEIRAS,  FORMAS DE VÁRIOS TAMANHOS, 01 PÓRTICO ROLANTE 01 TALHA, UM MISTURADOR PLANETÁRIO 02 BEBEDOURO, 02 ESCRIVANINHA,01 ARQUIVO, 01 RELÓGIO PONTO, 01 ARMÁRIO DE 02 PORTAS 01 MAQUINA DE SOLDA, 01 COMPRESSOR, 01 BOMBA DE ÁGUA.",40000,"PRODUÇÃO DE RAMO ESPECIFICO","SISTEMA DE TRATAMENTO DE  ESGOTO SANITÁRIO",2008,"AUSÊNCIA DO ADMINISTRADOR",580000,620000,750000,60000,33000,34,,2,NÃO,"IMÓVEL OU TERRENO COMO PARTE DA NEGOCIAÇÃO",08,"CONHECIDO REGIONAL NO RAMO QUE ATUA, REFERENCIA NO RAMO DO MERCADO","R; ANTONIO JORGE CECYN Nº 570
AVENTUREIRO",,AVENTUREIRO,Joinville,"Santa Catarina",Brasil,ADILSON,"(47) 9994-2833 / (47) 8805-5130",fabiane-eleoterio@hotmail.com,
680,"LOJA DE CALÇADOS",0584,"Loja de calçados",Comércio,,0,120000,"VIA MOND COMÉRCIO DE CALÇADOS LTDA",01.925.943/0001-98,"Sociedade Simples",Simples,"Computadores, móveis (vitrine, balcão, cadeiras, frigobar, câmeras, site)",120000,"Calçados e bolsas feminino","Venda de calçados",1998,"Problemas de saúde na familia",906252,600076,676854,50000,30000,10,5000,2,Não,"120 mil mais o valor to estoque que será contado no dia a preço de custo.",4,"Loja, auto gerenciada por uma gerente com muitos anos de experiencia, a proprietária quase não vai na loja por este motivo contudo se quiser tocar a loja economiza cerca de 4 mil por mês com esta gerente que é o custo hoje. ","RUA MARIO LOBO, 106","LJ 26 E 49",CENTRO,Joinville,"Santa Catarina",Brasil,"LIGIA VIRMOND MOREIRA",47-99847616,ligiavirmond@yahoo.com.br,
681,"CHURRASCARIA ALTO PADRÃO",0585,Restaurantes,Comércio,,0,950000,"Churrascaria Strapazzon LTDA",17.023.013/0001-89,"Sociedade Limitada",Simples,"140 lugares, deck bar, climatizado, adega, câmara fria, espaço kids, churrasqueira elétrica, sistema de exaustão, cozinha completa.",30000,,,,"Temos outras empresas e iremos ampliá-las.",1200000,1500000,1950000,160000,120000,16,25000,2,Não,"Aceitamos imóvel e automóvel como parte do pagamento",17,"Churrascaria com bom faturamento, conhecida localmente, bem localizada.","MAx Colin, 1000 ",,AMérica,Joinville,"Santa Catarina",Brasil,"Ibanor Pereira",4730290383,ibanor@bezerrogrill.com.br,
682,"REPAROS E CUSTOMIZAÇÃO DE PLÁSTICO",0586,Plásticos,Indústria,,0,500000,"Injectiweld Plastic Ind. de Plastico",16.605.533/0001-37,"Sociedade Limitada",Simples,"Maquinas de soldas para plásticos, CNC corte, equipamentos variados avaliados em R$ 300.000,00",,"Fabricação e Recuperação de peças plasticas para industria de de alimentos e outros. Em material PEAD e PP.","Atende as Agroindústrias,pesca, automotiva, têxtil, metal Mecânica, outros.",2011,"Tocar a representação que esta nos tomando muito tempo e não temos como toca a empresa de plásticos.",0,531000,530000,44000,20000,36,16000,2,,,,"Empresa tem duas sede uma em Chapecó atua mais em Recuperação de peças de plásticos com valor agregado, a de Joinville é a que tem possibilidade de fabricação a que esta mais nova e que precisa se dedicar e reduzir custos, pagos por Chapecó.","Rua Anaburgo 5700","Distrito Industrial Norte",Pirabeiraba,Joinville,"Santa Catarina",Brasil,"Vladimir Eusébio De Brito","(47) 3467 8931 / 9605 8070",vladimir@iwp.ind.br,
683,Cafeteria,,Cafeteria,Comércio,,0,105000,Cafeteria,14.779.863/0001-13,"Sociedade Limitada",Simples,"FREEZER
GELADEIRA
BALCÃO REFRIGERADO
BALCÃO SECO
BALCÃO QUENTE
MESAS
CADEIRAS
CAIXA
COZINHA COMPLETA
EQUIPAMENTOS DIVERSOS DE COZINHA",8000,"Tortas, Doces e Salgados","Serviço de Atendimento ",2012,"CAFETERIA COMPRADA EM 2013, REESTRUTURADA E AGORA SENDO VENDIDA COMO UM NEGÓCIO SAUDÁVEL.",0,140000,168000,14000,5600,18,2600,2,NÃO,"VENDA 100%",2,"INVESTIMENTO MENSAL EM MARKETING, GEROU NOVO PUBLICO PARA O CAFÉ, FOCO NO SERVIÇO E ATENDIMENTO AO CLIENTE GEROU FIDELIZAÇÃO, CAMPANHAS DE VENDAS TROUXERAM MAIS PUBLICO DIÁRIO, LOCAL MAIS CONFORTÁVEL QUE OS CONCORRENTES AO REDOR.","Apenas pessoalmente","NEGÓCIO A VENDA SEM PRESSA PARA NEGOCIAR, O NEGÓCIO FOI COMPRADO DE UMA MÁ ADMINISTRAÇÃO, FOI COLOCADA A CASA EM ORDEM E AGORA ESTÁ A VENDA. NÃO SERÁ DIVULGADO INFORMAÇÕES POR EMAIL/INTERNET, APENAS PESSOALMENTE, DE FORMA A NÃO GERAR INSEGURANÇA AOS ENVOL",Centro,Joinville,"Santa Catarina",Brasil,Rodrigo,"47 3025 6537",michel.rff@gmail.com,
684,"Loja Virtual de Cursos e Apostilas para Concursos ",,"Livraria - Papelaria",Comércio,,0,30000,"CONCURSO E APOSTILAS",14.316.155/0001-46,"Sociedade Simples",Simples,"Portal / Loja Virtual ",500,"Apostilas para concursos e Cursos Online para concursos","concurso público",2011,"Estou mudando de ramo.",20000,20000,20000,1600,600,40,400,0,nenhum,"pagamento em dinheiro, aceito veiculo como parte de pagamento.",0,"Você pode trabalhar de sua própria casa. Não precisa ter funcionários ou pagar aluguel de ponto. Trata-se de negócio totalmente virtual. Tenho as vendas todas comprovadas.","rua serra da bocaina, 121",,BELÉM,Outras,"São Paulo",Brasil,"JACQUES DOUGLAS NASCIMENTO DE PAULA",11982977447,jacques_douglas@hotmail.com,
685,"Quiosque Temakeria (Restaurante Japonês) - Pronto para franquear ",,"Lojas Shopping",Comércio,,0,136000,"Temakiosk Restaurante LTDA - ME",17.747.837/0001-00,"Sociedade Limitada",Simples,"Marca já conhecida, quiosque, geladeira, freezer,sushicase, noribox, computador, televisões e demais utensílios.",3000,"Diversos tipos de temaki,temaki doce, Combinados de sushi,Refrigerantes, chás e água. ","Fast gourmet food.",2013,"Sem tempo hábil para dar acompanhar de perto o nogócio",0,0,286000,25000,4000,13,3000,2,Nenhum,"A combinar",3,"Rapidez inatingível em um restaurante japonês comum, aliado a excelente qualidade dos produtos e ao atendimento cortês. Nosso foco é servir rapidamente um alimento saudável, gostoso e de alta qualidade.","Plaza Shopping Itu",,"Jardim Paineiras",Outras,"São Paulo",Brasil,"Lucas Figueira","(11) 99528-3884",lucasfigueira.v8@gmail.com,
686,PIZZARIA,0588,Outras,Serviços,,0,280000,"amador carrera pazos me",04.923.829/0001-17,"Sociedade Simples",Simples,??,,,"Pizzzaria restaurante",2001,"Mudança de País","456812,86","518480,90","48313,43",40000,25500,30%,12000,2,??,"Estudo proposta",4,"Seguimento no ramo de pizzaria a mais de 13 anos com boa clientela imovel todo reformado ","Dona francisca 4726",,"santo antonio",Joinville,"Santa Catarina",Brasil,"amador carrera","47 96416924",amador.carrera@terra.com.br,
